source_block,target_block,total_weight,num_edges,sbm_type
37,133,105.85335238676019,54,flat_exponential
37,21,9.414287744506877,45,flat_exponential
37,65,113.98537862434785,60,flat_exponential
37,113,0.2843631378367182,14,flat_exponential
12,84,73.13724759835316,83,flat_exponential
12,184,430.6105908643938,70,flat_exponential
12,18,226.16030234535418,70,flat_exponential
12,49,880.8332226880115,130,flat_exponential
12,201,181.70242817211965,73,flat_exponential
12,128,39.88868329572552,72,flat_exponential
12,56,101.49478334806413,76,flat_exponential
12,37,55.153167196291,74,flat_exponential
12,199,4.152024911882891,21,flat_exponential
12,48,65.98374594545173,64,flat_exponential
12,160,494.2342582727324,116,flat_exponential
12,21,175.71345454328878,69,flat_exponential
12,86,3.3851119257660023,41,flat_exponential
12,205,10.56114923824312,38,flat_exponential
12,58,2.6291229410958343,34,flat_exponential
12,12,468.05354565107166,90,flat_exponential
12,13,123.54182402845595,76,flat_exponential
12,113,2.5393112396895843,29,flat_exponential
12,142,0.21882116935379953,32,flat_exponential
12,145,113.35408125221011,62,flat_exponential
12,31,0.8278689838413656,33,flat_exponential
12,133,350.8879886115229,60,flat_exponential
12,34,4.408657879679312,12,flat_exponential
31,184,63.644425642621385,46,flat_exponential
31,86,2.112347540576774,5,flat_exponential
31,160,188.0056460398109,73,flat_exponential
31,142,0.7129363866918474,16,flat_exponential
31,18,26.925968546382254,35,flat_exponential
31,21,3.998026216462184,18,flat_exponential
31,49,302.3333315650133,89,flat_exponential
31,128,92.21306647850074,55,flat_exponential
31,113,14.758402182584677,35,flat_exponential
31,37,15.84082714485055,21,flat_exponential
31,13,63.811513329888406,46,flat_exponential
31,84,28.84393451010793,33,flat_exponential
31,12,24.27924727964672,61,flat_exponential
31,31,2.7137619445907033,15,flat_exponential
31,199,0.6677031966730704,9,flat_exponential
31,145,16.797618212190024,29,flat_exponential
31,133,36.543140767063036,42,flat_exponential
31,205,7.778576162106554,16,flat_exponential
13,184,232.69634814395164,56,flat_exponential
13,201,22.60991974917239,43,flat_exponential
13,37,9.499391905222616,51,flat_exponential
13,160,547.9353366283099,93,flat_exponential
13,18,199.51018285959566,56,flat_exponential
13,49,663.820635605822,104,flat_exponential
13,128,158.94467594313548,84,flat_exponential
13,142,3.964017716999423,26,flat_exponential
13,13,277.05630638054004,56,flat_exponential
13,84,51.27982056418908,60,flat_exponential
13,21,9.16523564002148,48,flat_exponential
13,56,74.26476048348614,61,flat_exponential
13,12,147.1033330752216,80,flat_exponential
13,48,12.464523303422679,40,flat_exponential
13,199,1.4363265372386773,15,flat_exponential
13,31,7.2643840906986235,28,flat_exponential
13,145,113.0524850391202,50,flat_exponential
13,133,175.81634856343072,48,flat_exponential
13,34,50.29382418841359,16,flat_exponential
13,113,5.391981753490049,27,flat_exponential
13,86,5.838630928409307,21,flat_exponential
18,184,280.9423583616877,49,flat_exponential
18,48,28.25015229429615,43,flat_exponential
18,142,2.2360050297601157,27,flat_exponential
18,201,133.01082737822247,51,flat_exponential
18,37,187.70117327712995,71,flat_exponential
18,160,534.3687619210949,82,flat_exponential
18,21,45.56055027809104,44,flat_exponential
18,84,163.78009616723256,77,flat_exponential
18,205,60.82047356454613,45,flat_exponential
18,86,31.831914026280973,39,flat_exponential
18,58,2.5152745181301697,15,flat_exponential
18,49,705.6027562289519,91,flat_exponential
18,128,45.218937013715625,62,flat_exponential
18,18,195.8641720782554,36,flat_exponential
18,113,1.3643737938502516,21,flat_exponential
18,31,2.149514142952779,23,flat_exponential
18,13,199.22644248842747,56,flat_exponential
18,65,60.34383507871881,43,flat_exponential
18,199,9.623830776591282,24,flat_exponential
18,56,217.33830673375445,50,flat_exponential
18,12,277.78081918476653,70,flat_exponential
18,145,123.87886093464468,43,flat_exponential
18,133,216.90562413596157,42,flat_exponential
18,34,6.48131899178244,11,flat_exponential
12,65,15.034327608875655,21,flat_exponential
